,pretty_formula,band_gap,comp,eneg_diff,atom_frac,molec_weight,group_num
0,BN,5.6697,B1 N1,1.0,0.5,24.817700000000002,13
1,TlN,0.0,Tl1 N1,1.42,0.5,218.39,13
2,BN,1.1552000000000002,B1 N1,1.0,0.5,24.817700000000002,13
3,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
4,BN,3.9556,B1 N1,1.0,0.5,24.817700000000002,13
5,BN,0.28200000000000003,B1 N1,1.0,0.5,24.817700000000002,13
6,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
7,AlN,3.468300000000001,Al1 N1,1.43,0.5,40.9882386,13
8,GaN,1.3711,Ga1 N1,1.23,0.5,83.7297,13
9,GaN,1.9046000000000003,Ga1 N1,1.23,0.5,83.7297,13
10,TlN,0.0,Tl1 N1,1.42,0.5,218.39,13
11,GaN,1.7375999999999996,Ga1 N1,1.23,0.5,83.7297,13
12,BN,1.1919,B1 N1,1.0,0.5,24.817700000000002,13
13,GaN,0.0968,Ga1 N1,1.23,0.5,83.7297,13
14,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
15,BN,4.2704,B1 N1,1.0,0.5,24.817700000000002,13
16,BN,5.363,B1 N1,1.0,0.5,24.817700000000002,13
17,BN,0.0029999999999998916,B1 N1,1.0,0.5,24.817700000000002,13
18,InN,0.47770000000000046,In1 N1,1.26,0.5,128.8247,13
19,BN,4.0020999999999995,B1 N1,1.0,0.5,24.817700000000002,13
20,GaN,0.03639999999999999,Ga1 N1,1.23,0.5,83.7297,13
21,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
22,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
23,BN,4.4847,B1 N1,1.0,0.5,24.817700000000002,13
24,AlN,4.5541,Al1 N1,1.43,0.5,40.9882386,13
25,BN,4.0137,B1 N1,1.0,0.5,24.817700000000002,13
26,GaN,0.5091000000000001,Ga1 N1,1.23,0.5,83.7297,13
27,InN,0.038000000000000256,In1 N1,1.26,0.5,128.8247,13
28,BN,0.7450000000000001,B1 N1,1.0,0.5,24.817700000000002,13
29,GaN,0.00990000000000002,Ga1 N1,1.23,0.5,83.7297,13
30,GaN,0.08749999999999991,Ga1 N1,1.23,0.5,83.7297,13
31,BN,3.5021000000000004,B1 N1,1.0,0.5,24.817700000000002,13
32,BN,0.0,B1 N1,1.0,0.5,24.817700000000002,13
33,BN,1.4857999999999998,B1 N1,1.0,0.5,24.817700000000002,13
34,BN,4.6482,B1 N1,1.0,0.5,24.817700000000002,13
35,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
36,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
37,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
38,B9N,0.0,B9 N1,15.32,0.9,111.3057,13
39,TlN3,2.0640999999999994,Tl1 N3,7.500000000000001,0.25,246.40339999999998,13
40,GaN,0.026200000000000223,Ga1 N1,1.23,0.5,83.7297,13
41,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
42,BN,4.825699999999999,B1 N1,1.0,0.5,24.817700000000002,13
43,GaN,0.07529999999999992,Ga1 N1,1.23,0.5,83.7297,13
44,GaN,0.04870000000000019,Ga1 N1,1.23,0.5,83.7297,13
45,InN,0.0,In1 N1,1.26,0.5,128.8247,13
46,GaN,0.15569999999999995,Ga1 N1,1.23,0.5,83.7297,13
47,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
48,AlN,3.268700000000001,Al1 N1,1.43,0.5,40.9882386,13
49,GaN,0.03270000000000006,Ga1 N1,1.23,0.5,83.7297,13
50,GaN,0.00010000000000021103,Ga1 N1,1.23,0.5,83.7297,13
51,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
52,BN,1.5638999999999998,B1 N1,1.0,0.5,24.817700000000002,13
53,TlN,0.0,Tl1 N1,1.42,0.5,218.39,13
54,BN,1.6493,B1 N1,1.0,0.5,24.817700000000002,13
55,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
56,TlN,0.08499999999999996,Tl1 N1,1.42,0.5,218.39,13
57,BN,4.422000000000001,B1 N1,1.0,0.5,24.817700000000002,13
58,BN,1.6009000000000002,B1 N1,1.0,0.5,24.817700000000002,13
59,B13N2,0.0,B13 N2,20.439999999999998,0.8666666666666667,168.5564,13
60,GaN,0.019500000000000295,Ga1 N1,1.23,0.5,83.7297,13
61,InN3,0.0,In1 N3,7.340000000000001,0.25,156.8381,13
62,BN,4.4938,B1 N1,1.0,0.5,24.817700000000002,13
63,GaN,0.08740000000000014,Ga1 N1,1.23,0.5,83.7297,13
64,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
65,GaN,0.16059999999999963,Ga1 N1,1.23,0.5,83.7297,13
66,GaN,0.0591999999999997,Ga1 N1,1.23,0.5,83.7297,13
67,GaN,0.06910000000000005,Ga1 N1,1.23,0.5,83.7297,13
68,BN,1.0837000000000003,B1 N1,1.0,0.5,24.817700000000002,13
69,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
70,GaN,0.13209999999999988,Ga1 N1,1.23,0.5,83.7297,13
71,BN,0.9969000000000001,B1 N1,1.0,0.5,24.817700000000002,13
72,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
73,GaN,0.08309999999999995,Ga1 N1,1.23,0.5,83.7297,13
74,BN,1.5264,B1 N1,1.0,0.5,24.817700000000002,13
75,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
76,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
77,BN,3.8244,B1 N1,1.0,0.5,24.817700000000002,13
78,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
79,AlN,4.0536,Al1 N1,1.43,0.5,40.9882386,13
80,GaN,0.0,Ga1 N1,1.23,0.5,83.7297,13
81,GaN,0.034399999999999764,Ga1 N1,1.23,0.5,83.7297,13
82,GaN,0.0021999999999997577,Ga1 N1,1.23,0.5,83.7297,13
83,BP,1.0758999999999999,B1 P1,0.1499999999999999,0.5,41.784762,13
84,TlP5,1.4193999999999996,Tl1 P5,9.329999999999998,0.16666666666666666,359.25211,13
85,GaP,1.2984,Ga1 P1,0.3799999999999999,0.5,100.696762,13
86,B6P,2.7253,B6 P1,10.05,0.8571428571428571,95.83976200000001,13
87,B8P,0.18189999999999973,B8 P1,14.13,0.8888888888888888,117.461762,13
88,GaP,0.2098999999999993,Ga1 P1,0.3799999999999999,0.5,100.696762,13
89,AlP2,0.0,Al1 P2,2.7699999999999996,0.3333333333333333,88.92906260000001,13
90,GaP,1.6843000000000004,Ga1 P1,0.3799999999999999,0.5,100.696762,13
91,InP,0.0,In1 P1,0.4099999999999999,0.5,145.791762,13
92,Ga3P,0.0,Ga3 P1,3.2399999999999998,0.75,240.14276199999998,13
93,BP,1.4661999999999997,B1 P1,0.1499999999999999,0.5,41.784762,13
94,Ga3P,0.0,Ga3 P1,3.2399999999999998,0.75,240.14276199999998,13
95,AlP,2.0228,Al1 P1,0.5799999999999998,0.5,57.9553006,13
96,InP3,0.0,In1 P3,4.79,0.25,207.739286,13
97,Al3P,0.0,Al3 P1,2.64,0.75,111.9183778,13
98,AlP,2.1635,Al1 P1,0.5799999999999998,0.5,57.9553006,13
99,GaP,0.0,Ga1 P1,0.3799999999999999,0.5,100.696762,13
100,TlP,0.0,Tl1 P1,0.5699999999999998,0.5,235.35706199999998,13
101,GaP,0.9425999999999997,Ga1 P1,0.3799999999999999,0.5,100.696762,13
102,TlP,0.12659999999999982,Tl1 P1,0.5699999999999998,0.5,235.35706199999998,13
103,AlP,1.8232,Al1 P1,0.5799999999999998,0.5,57.9553006,13
104,InP,0.5137999999999998,In1 P1,0.4099999999999999,0.5,145.791762,13
105,InP,0.46640000000000015,In1 P1,0.4099999999999999,0.5,145.791762,13
106,B13P2,0.0,B13 P2,22.14,0.8666666666666667,202.490524,13
107,GaP,0.0,Ga1 P1,0.3799999999999999,0.5,100.696762,13
108,AlAs,1.6871,Al1 As1,0.5700000000000001,0.5,101.9031386,13
109,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
110,GaAs,0.007699999999999818,Ga1 As1,0.3700000000000001,0.5,144.6446,13
111,AlAs,0.0,Al1 As1,0.5700000000000001,0.5,101.9031386,13
112,Tl3As,0.0,Tl3 As1,2.68,0.75,688.0715,13
113,InAs,0.3049999999999997,In1 As1,0.40000000000000013,0.5,189.7396,13
114,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
115,TlAs,0.0,Tl1 As1,0.56,0.5,279.3049,13
116,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
117,GaAs,0.1839000000000004,Ga1 As1,0.3700000000000001,0.5,144.6446,13
118,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
119,InAs,0.0,In1 As1,0.40000000000000013,0.5,189.7396,13
120,GaAs3,0.0,Ga1 As3,4.73,0.25,294.4878,13
121,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
122,AlAs,0.0,Al1 As1,0.5700000000000001,0.5,101.9031386,13
123,AlAs2,0.0,Al1 As2,2.75,0.3333333333333333,176.8247386,13
124,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
125,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
126,AlAs,0.0,Al1 As1,0.5700000000000001,0.5,101.9031386,13
127,AlAs,1.6862000000000004,Al1 As1,0.5700000000000001,0.5,101.9031386,13
128,InAs,0.0,In1 As1,0.40000000000000013,0.5,189.7396,13
129,InAs,0.0,In1 As1,0.40000000000000013,0.5,189.7396,13
130,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
131,GaAs,0.1924999999999999,Ga1 As1,0.3700000000000001,0.5,144.6446,13
132,InAs,0.0,In1 As1,0.40000000000000013,0.5,189.7396,13
133,B6As,2.9721,B6 As1,10.06,0.8571428571428571,139.7876,13
134,Al3As,0.0,Al3 As1,2.65,0.75,155.86621580000002,13
135,AlAs,0.3385000000000007,Al1 As1,0.5700000000000001,0.5,101.9031386,13
136,Ga3As,0.0,Ga3 As1,3.2499999999999996,0.75,284.0906,13
137,In3As,0.0,In3 As1,3.1599999999999997,0.75,419.3756,13
138,BAs,1.1791999999999998,B1 As1,0.14000000000000012,0.5,85.73259999999999,13
139,BAs,1.2521999999999993,B1 As1,0.14000000000000012,0.5,85.73259999999999,13
140,GaAs,0.0,Ga1 As1,0.3700000000000001,0.5,144.6446,13
141,GaSb,0.0,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
142,Tl3Sb,0.0,Tl3 Sb1,2.8100000000000005,0.75,734.9099,13
143,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
144,InSb2,0.0026999999999999247,In1 Sb2,2.3199999999999994,0.3333333333333333,358.338,13
145,AlSb,0.0,Al1 Sb1,0.4399999999999997,0.5,148.7415386,13
146,GaSb,0.36549999999999994,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
147,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
148,GaSb,0.0,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
149,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
150,GaSb,0.0,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
151,In3Sb,0.0,In3 Sb1,3.29,0.75,466.214,13
152,InSb3,0.0,In1 Sb3,4.369999999999999,0.25,480.098,13
153,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
154,BSb,1.0137,B1 Sb1,0.009999999999999787,0.5,132.571,13
155,In2Sb,0.0,In2 Sb1,1.5100000000000002,0.6666666666666666,351.396,13
156,GaSb,9.999999999976694e-05,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
157,Ga3Sb,0.0,Ga3 Sb1,3.38,0.75,330.929,13
158,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
159,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
160,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
161,AlSb,0.9120999999999997,Al1 Sb1,0.4399999999999997,0.5,148.7415386,13
162,AlSb,1.2605000000000004,Al1 Sb1,0.4399999999999997,0.5,148.7415386,13
163,TlSb,0.0,Tl1 Sb1,0.4299999999999997,0.5,326.1433,13
164,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
165,GaSb3,0.0,Ga1 Sb3,4.34,0.25,435.00300000000004,13
166,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
167,In5Sb3,0.0,In5 Sb3,2.750000000000001,0.625,939.3700000000001,13
168,GaSb,0.0,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
169,GaSb,0.0,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
170,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
171,GaSb,0.0,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
172,TlSb,0.0,Tl1 Sb1,0.4299999999999997,0.5,326.1433,13
173,InSb3,0.0,In1 Sb3,4.369999999999999,0.25,480.098,13
174,InSb,0.0,In1 Sb1,0.2699999999999998,0.5,236.578,13
175,Tl7Sb2,0.0,Tl7 Sb2,7.24,0.7777777777777778,1674.2031,13
176,AlSb,0.02210000000000001,Al1 Sb1,0.4399999999999997,0.5,148.7415386,13
177,GaSb,0.0,Ga1 Sb1,0.23999999999999977,0.5,191.483,13
178,AlSb,0.0,Al1 Sb1,0.4399999999999997,0.5,148.7415386,13
179,GaBi3,0.0,Ga1 Bi3,4.25,0.25,696.6641999999999,13
180,In4Bi,0.0,In4 Bi1,5.1,0.8,668.2524,13
181,In2Bi,0.0,In2 Bi1,1.54,0.6666666666666666,438.6164,13
182,TlBi,0.0,Tl1 Bi1,0.3999999999999999,0.5,413.3637,13
183,In3Bi,0.0,In3 Bi1,3.32,0.75,553.4344,13
184,In2Bi,0.0,In2 Bi1,1.54,0.6666666666666666,438.6164,13
185,In5Bi3,0.0,In5 Bi3,2.84,0.625,1201.0312,13
186,In2Bi,0.0,In2 Bi1,1.54,0.6666666666666666,438.6164,13
187,AlBi,0.30189999999999984,Al1 Bi1,0.4099999999999999,0.5,235.9619386,13
188,BiB,0.35570000000000057,Bi1 B1,0.020000000000000018,0.5,219.7914,15
189,TlBi3,0.0,Tl1 Bi3,4.44,0.25,831.3245,13
190,Tl4Bi,0.0,Tl4 Bi1,4.460000000000001,0.8,1026.5136,13
191,GaBi,0.0,Ga1 Bi1,0.20999999999999996,0.5,278.7034,13
192,Tl3Bi,0.0,Tl3 Bi1,2.8400000000000003,0.75,822.1303,13
193,BiB6,0.0,Bi1 B6,10.22,0.14285714285714285,273.8464,15
194,InBi,0.0,In1 Bi1,0.24,0.5,323.7984,13
195,InBi3,0.0,In1 Bi3,4.28,0.25,741.7592,13
196,BiB,0.0,Bi1 B1,0.020000000000000018,0.5,219.7914,15
197,Ga3Bi,0.0,Ga3 Bi1,3.4099999999999997,0.75,418.1494,13
198,AlBi3,0.0,Al1 Bi3,4.45,0.25,653.9227386,13
199,TlBi2,0.0,Tl1 Bi2,2.42,0.3333333333333333,622.3441,13
200,In2Bi,0.0,In2 Bi1,1.54,0.6666666666666666,438.6164,13
